imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,OverallEffort_trimmedMean30,OverallEffort_mean,OverallEffort_sd,Answer.Q_COMPLEX_AVG,COMPLEX_sd,DIFFICULT_mean,DIFFICULT_sd,Intresting_mean,PAYMENT_mean,Intresting_sd,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,30 minutes,0.020000000000000,22,IA,20.60,25.21,18.87,2.71,4.03,2.50,3.86,6.00,0.09,6.61,0.07,39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1800.0,0.02,22.0,3,0.1213,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1669.0,17.0,8705.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,5.0,16.0,5.0,268.0,4.42,1.0,0.0037313432835820895
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,3minutes,0.010000000000000,6,IF,39.80,39.21,14.72,3.86,3.68,4.93,3.87,6.86,0.14,7.27,0.14,39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,180.0,0.01,6.0,4,0.459,50.0,5.0,12.5,16.0,11.0,13.0,11.0,13.0,7.0,12.0,6.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0816,0.5904,1.0,0.0,0.0,0.0,0.0,870.0,8.0,3464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,2.0,13.0,5.0,115.0,3.3160377358490565,6.0,0.05217391304347826
39VNNFFKK59EW3XI1HP5P046ZAXXVP,15 minutes,0.050000000000000,831,IA,49.09,54.47,30.16,10.20,4.97,8.47,3.70,5.87,0.36,4.09,0.49,39VNNFFKK59EW3XI1HP5P046ZAXXVP,900.0,0.05,831.0,3,0.4301,26.0,2.0,13.0,5.0,4.0,16.0,5.0,6.0,3.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2772,0.78,6.0,0.0,0.0,0.0,2961.0,36.0,15175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,47.0,19.0,467.0,3.986348122866894,13.0,0.027837259100642397
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,60 minutes,0.040000000000000,10,CC,45.64,48.53,24.20,9.33,5.97,9.53,6.06,6.13,0.48,6.70,0.93,39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,3600.0,0.04,10.0,2,0.3151,91.0,11.0,15.33,40.0,33.0,25.0,28.0,15.0,22.0,14.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2816,0.56,0.82,9.0,0.0,2.0,0.0,3458.0,9.0,8072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,66.0,46.0,417.0,3.7004103967168263,12.0,0.02877697841726619
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,60minutes,0.100000000000000,2277,IF,46.00,44.57,11.63,7.00,4.42,5.71,3.69,6.14,0.15,5.72,0.11,39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,3600.0,0.1,2277.0,4,0.4125,23.0,2.0,11.5,14.0,10.0,2.0,3.0,2.0,2.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.106,1.0,1.0,0.0,6.0,0.0,1346.0,4.0,4293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,19.0,10.0,178.0,3.812274368231047,1.0,0.0056179775280898875
3AA189Q6B51983MEFLORU493K7KMWE,60 minutes,0.040000000000000,1,IF,46.44,46.08,17.49,6.15,4.04,6.15,4.98,5.92,0.22,4.07,0.23,3AA189Q6B51983MEFLORU493K7KMWE,3600.0,0.04,1.0,4,0.4075,24.0,2.0,12.0,13.0,8.0,6.0,3.0,1.0,6.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.96,0.0,0.0,0.0,0.0,1184.0,4.0,6141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,0.0,4.0,10.0,3.0,133.0,3.341463414634146,7.0,0.05263157894736842
3AA189Q6B52Z6L7EV3NS06BHCKRWMY,3 hours,0.100000000000000,278,CC,47.00,48.50,23.67,7.07,5.40,6.50,4.36,8.29,0.20,6.26,0.23,3AA189Q6B52Z6L7EV3NS06BHCKRWMY,10800.0,0.1,278.0,2,0.4159,21.0,2.0,10.5,9.0,0.0,4.0,5.0,5.0,5.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0152,1.0,1.0,0.0,0.0,0.0,3060.0,4.0,6995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,6.0,29.0,18.0,396.0,4.372708757637475,16.0,0.04040404040404041
3AA189Q6C6N6C9XRHK508ZBLMH8WM3,60 minutes,0.010000000000000,5280,IA,24.75,24.10,13.46,4.00,4.47,3.40,4.55,10.90,0.06,7.08,0.05,3AA189Q6C6N6C9XRHK508ZBLMH8WM3,3600.0,0.01,5280.0,3,0.1822,18.0,3.0,9.0,20.0,5.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0648,0.432,0.0,0.0,0.0,0.0,1260.0,6.0,5157.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.0,0.0,0.0,1.0,17.0,2.0,135.0,3.695945945945946,7.0,0.05185185185185185
3AA189Q6C6TLNJILLV2LOGYDJT7MWV,60 minutes,0.100000000000000,20,SV,46.11,45.31,24.26,3.31,4.25,4.77,4.99,7.00,0.25,7.06,0.32,3AA189Q6C6TLNJILLV2LOGYDJT7MWV,3600.0,0.1,20.0,1,0.4536,25.0,2.0,12.5,10.0,5.0,0.0,0.0,5.0,0.0,14.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,3.0,0.0,0.0,0.0,1354.0,11.0,12560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.0,1.0,0.0,1.0,18.0,2.0,167.0,3.989051094890511,5.0,0.029940119760479042
3AJ89545NQHYX91N7X3ADUYHKVTBEA,60 minutes,0.200000000000000,26,SV,45.13,46.92,16.85,5.67,4.10,3.75,2.45,9.92,0.45,4.74,0.44,3AJ89545NQHYX91N7X3ADUYHKVTBEA,3600.0,0.2,26.0,1,0.548,80.0,6.0,13.33,10.0,9.0,14.0,12.0,37.0,24.0,13.0,26.0,1.0,26.0,0.0,0.0,0.0,0.0,0.46,0.74,1.0,1.0,0.0,0.0,5.0,21480.0,98.0,94399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,32.0,0.0,1.0,40.0,277.0,125.0,3094.0,4.192860684184432,59.0,0.01906916612798966
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,20 minutes,0.020000000000000,4228,IA,35.00,38.31,19.28,5.62,4.87,6.23,4.51,3.69,0.12,2.46,0.09,3AJ89545NQRFJUS6JU65GFBBEJ7BEW,1200.0,0.02,4228.0,3,0.4513,15.0,2.0,7.5,11.0,1.0,0.0,1.0,2.0,1.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,771.0,10.0,13595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,9.0,3.0,108.0,3.7604790419161676,0.0,0.0
3AMAQJSW8I20H10ADEKNBNOAVRROI5,60minutes,0.050000000000000,1,CC,66.90,67.00,27.47,7.64,4.60,8.57,4.73,3.29,2.39,4.05,6.20,3AMAQJSW8I20H10ADEKNBNOAVRROI5,3600.0,0.05,1.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,8.0,5596.0,48.0,21884.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,4.0,104.0,21.0,891.0,3.58955223880597,0.0,0.0
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,5 minutes,0.050000000000000,1,CA,43.10,44.71,23.81,7.57,7.07,5.21,6.47,3.07,1.14,4.18,1.55,3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5,300.0,0.05,1.0,6,0.5459,11.0,2.0,5.5,1.0,4.0,0.0,6.0,1.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,845.0,4.0,2719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,10.0,3.0,109.0,4.167664670658683,4.0,0.03669724770642202
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,3hours,0.350000000000000,4,CC,50.11,52.69,16.09,9.08,5.33,6.92,4.97,8.77,1.01,5.04,0.70,3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,10800.0,0.35,4.0,2,0.3866,104.0,5.0,20.8,24.0,7.0,50.0,24.0,36.0,39.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.414,0.5448,0.8784,5.0,0.0,3.0,4.0,7292.0,102.0,113706.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,29.0,2.0,0.0,5.0,92.0,36.0,1925.0,3.6723646723646723,5.0,0.0025974025974025974
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1 hours 12 minutes,3.240000000000000,1,VV,79.88,78.17,26.38,8.08,4.60,7.83,4.17,9.50,4.47,5.54,1.70,3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,4320.0,3.24,1.0,5,0.5875,153.0,13.0,21.86,12.0,19.0,56.0,11.0,11.0,51.0,27.0,17.0,28.0,68.0,0.0,0.0,0.0,0.0,0.82,0.96,1.0,64.0,0.0,8.0,2.0,29176.0,318.0,121594.0,0.0,1.0,0.0,3.0,0.0,13.0,7.0,6.0,39.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,79.0,14.0,41.0,1.0,0.0,41.0,285.0,137.0,3797.0,3.824793388429752,43.0,0.011324730050039505
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,60 minutes,0.150000000000000,28,IF,47.64,46.60,19.82,6.33,5.27,8.93,4.50,4.47,1.68,5.14,4.68,3BK5FW2G6MZ18ENS8D29GOXE9AHRCA,3600.0,0.15,28.0,4,0.6813,8.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,647.0,5.0,2779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,33.0,3.6402877697841727,30.0,0.9090909090909091
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,60 minutes,0.250000000000000,1,CC,45.00,46.07,21.83,7.07,5.99,4.57,3.99,9.93,0.34,6.20,0.19,3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,3600.0,0.25,1.0,2,0.4109,35.0,3.0,11.67,21.0,3.0,16.0,3.0,5.0,8.0,4.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,1.0,1.0,0.0,0.0,0.0,913.0,12.0,3612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,108.0,3.671641791044776,10.0,0.09259259259259259
3BZN229KV5TWHZF32GLR8LCC1TX6DS,10minutes,0.080000000000000,2,CC,33.22,35.54,20.57,4.00,4.20,3.38,3.04,6.77,0.11,6.29,0.08,3BZN229KV5TWHZF32GLR8LCC1TX6DS,600.0,0.08,2.0,2,0.36,19.0,2.0,9.5,12.0,7.0,2.0,4.0,8.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0216,1.0,12.0,0.0,0.0,0.0,1921.0,86.0,16608.0,1.0,2.0,1.0,0.0,0.0,13.0,5.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,7.0,21.0,13.0,211.0,2.9434306569343067,9.0,0.04265402843601896
3CF7EZI55RWEYNZ9U956QWWUG93IL2,24 hours,0.020000000000000,2,VV,32.57,41.45,30.47,3.55,4.66,4.45,4.03,4.82,0.14,4.58,0.14,3CF7EZI55RWEYNZ9U956QWWUG93IL2,86400.0,0.02,2.0,5,0.3101,35.0,2.0,17.5,22.0,8.0,9.0,5.0,6.0,16.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2288,0.94,5.0,0.0,1.0,32.0,1307.0,46.0,16942.0,1.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,12.0,11.0,6.0,120.0,4.5,7.0,0.058333333333333334
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,3 hours,0.250000000000000,9,VV,37.56,39.62,14.48,5.00,4.90,5.15,4.90,11.23,0.19,4.59,0.11,3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,10800.0,0.25,9.0,5,0.4454,5.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,752.0,36.0,19443.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,7.0,1.0,34.0,4.6068376068376065,15.0,0.4411764705882353
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,10 minutes,0.000000000000000,689,IA,26.88,27.67,12.93,3.42,4.19,3.42,4.17,9.92,0.25,5.74,0.32,3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,600.0,0.0,689.0,3,0.3441,166.0,13.0,28.0,73.0,56.0,73.0,79.0,35.0,14.0,16.0,27.0,24.0,4.0,0.0,0.0,0.0,0.0,0.46,0.7732,0.9808,42.0,0.0,6.0,0.0,8698.0,61.0,54383.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,1.0,45.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,3.0,12.0,2.0,0.0,13.0,111.0,37.0,2620.0,3.0662747194013895,38.0,0.01450381679389313
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,15 minutes,0.500000000000000,1,CC,45.33,47.23,14.32,8.23,4.23,7.00,2.86,9.38,6.64,6.37,17.52,3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,900.0,0.5,1.0,2,0.6193,61.0,6.0,12.2,13.0,1.0,3.0,1.0,2.0,8.0,32.0,8.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.68,1.0,1.0,0.0,0.0,0.0,1551.0,6.0,3327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,24.0,20.0,225.0,4.036065573770492,5.0,0.022222222222222223
3CVHT3IKUYKSX9WRAWTF52715RU0R4,3 minutes,0.020000000000000,1870,CC,25.78,27.62,15.79,2.85,3.56,2.62,2.66,11.38,0.04,7.61,0.02,3CVHT3IKUYKSX9WRAWTF52715RU0R4,180.0,0.02,1870.0,2,0.5554,25.0,2.0,12.5,2.0,3.0,12.0,4.0,8.0,4.0,3.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.3248,1.0,0.0,0.0,0.0,0.0,915.0,2.0,4727.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,138.0,3.888888888888889,1.0,0.007246376811594203
3D00S7P7YG22I1NWJE5APKC40DIEZA,45 minutes,0.500000000000000,10,IF,65.60,64.79,17.43,7.86,5.20,5.50,3.50,9.07,0.61,5.44,0.64,3D00S7P7YG22I1NWJE5APKC40DIEZA,2700.0,0.5,10.0,4,0.4198,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.0,0.0,0.0,0.0,508.0,7.0,2669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,49.0,4.10377358490566,3.0,0.061224489795918366
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,60 minutes,0.050000000000000,42,CC,53.29,57.09,26.43,9.36,6.25,8.36,6.30,7.36,0.31,6.15,0.33,3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,3600.0,0.05,42.0,2,0.481,29.0,3.0,9.67,19.0,3.0,5.0,3.0,1.0,6.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1792,1.0,7.0,0.0,0.0,0.0,4637.0,117.0,24018.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,2.0,0.0,5.0,58.0,29.0,542.0,4.221835075493612,2.0,0.0036900369003690036
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,30 minutes,0.020000000000000,2,IA,16.00,18.15,12.42,3.00,5.20,2.23,3.22,8.38,0.08,5.35,0.09,3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1800.0,0.02,2.0,3,0.464,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,482.0,6.0,6294.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,5.0,64.0,3.272727272727273,0.0,0.0
3D7N1211P8PBU1MJEXLJFBT15KWAMH,2minutes,0.030000000000000,2,SV,44.38,49.00,24.29,5.67,5.05,4.83,3.30,9.17,0.44,5.36,0.76,3D7N1211P8PBU1MJEXLJFBT15KWAMH,120.0,0.03,2.0,1,0.213,60.0,3.0,20.0,33.0,12.0,21.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484,0.3108,0.508,1.0,0.0,0.0,0.0,4771.0,50.0,22890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,0.0,13.0,28.0,5.0,257.0,5.170702179176756,0.0,0.0
3D8B00U52IVJZWECZOBXRVFXL2U83O,2hours,0.010000000000000,83,CC,43.75,45.75,15.11,7.75,5.64,7.25,4.99,4.00,0.21,3.13,0.16,3D8B00U52IVJZWECZOBXRVFXL2U83O,7200.0,0.01,83.0,2,0.5211,21.0,2.0,10.5,1.0,3.0,4.0,5.0,4.0,7.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,3.0,0.0,1.0,2.0,4923.0,64.0,74391.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,23.0,38.0,20.0,721.0,3.3434782608695652,0.0,0.0
3D8B00U52IVJZWECZOBXRVFYHAV833,60 minutes,0.050000000000000,24,CC,36.44,36.46,10.78,5.00,5.51,5.23,5.07,3.69,0.10,5.54,0.07,3D8B00U52IVJZWECZOBXRVFYHAV833,3600.0,0.05,24.0,2,0.388,21.0,1.0,21.0,10.0,5.0,10.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.92,28.0,0.0,0.0,25.0,6733.0,253.0,69115.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,49.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,15.0,12.0,40.0,0.0,0.0,48.0,100.0,77.0,1231.0,3.1126506024096385,0.0,0.0
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,30minutes,0.200000000000000,12,IF,52.00,52.17,17.38,7.25,4.25,6.83,4.51,9.92,0.23,6.69,0.13,3DBJK6OC3AF4JLMP40JUKZIT4XNYF3,1800.0,0.2,12.0,4,0.3271,98.0,7.0,16.33,25.0,18.0,28.0,63.0,18.0,3.0,5.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.328,0.42,0.8116,10.0,0.0,6.0,0.0,5991.0,5.0,14755.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,1.0,0.0,4.0,77.0,57.0,951.0,3.943172179813401,0.0,0.0
