imageID; Input.timeAlloted; Input.reward; Input.hitsAvailable; Answer.Q_ABILITY; Answer.Q_COMPLEX; Answer.Q_DIFFICULT; Answer.Q_FREQUENCY; Answer.Q_Intresting; Answer.Q_OverallEffort; Answer.Q_PAYMENT; Answer.Q_TAKE; Answer.vreward; AMOT; ENJ; EXT; IDEN; INTRO; RAI; threshold; windows greater than threshold; largest connected window (no. of windows); The average size of connected regions; histogram_0; histogram_1; histogram_2; histogram_3; histogram_4; histogram_5; histogram_6; histogram_7; histogram_8; histogram_9; histogram_10; densities_0; densities_1; densities_2; densities_3; densities_4; densities_5; densities_6; densities_7; a.count; a.innerHref(#); bonus; button; characters; div; fileSize; header.h1; header.h2; header.h3; header.h4; header.h5; img.count; img.over100px; img.under100px; input.count; input.required; input.type.button; input.type.checkbox; input.type.color; input.type.date; input.type.datetime; input.type.datetime-local; input.type.email; input.type.file; input.type.hidden; input.type.image; input.type.month; input.type.number; input.type.password; input.type.radio; input.type.range; input.type.reset; input.type.search; input.type.submit; input.type.tel; input.type.text; input.type.text.readonly; input.type.time; input.type.url; input.type.week; p; selection; span; textarea.count; video; z_sum_inputs; Sentences; Subclauses; Words; AvgWordLength; numUniqueStems; avgUniqueStems
3203J2GC2PK4HSXGZ2GG107218V84Q; 7200.0; 0.02; 115.0; 1; 13.0; 15.0; 19.0; 11.0; 73.0; 0.07; 16.0; 0.02; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0465; 1.0; 1.0; 1.0; 5.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1488; 0.0274; 0.0355; 0.0187; 0.0; 0.0322; 0.0; 0.0163; 2.0; 0.0; 1.0; 1.0; 3250.0; 55.0; 25511.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 1.0; 0.0; 20.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 16.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 12.0; 1.0; 0.0; 24.0; 34.0; 19.0; 600.0; 3.3087557603686637; 0.0; 0.0
3203J2GC2PK4HSXGZ2GG107218V84Q; 7200.0; 0.02; 115.0; 1; 5.0; 4.0; 4.0; 6.0; 33.0; 0.15; 5.0; 0.02; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0465; 1.0; 1.0; 1.0; 5.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1488; 0.0274; 0.0355; 0.0187; 0.0; 0.0322; 0.0; 0.0163; 2.0; 0.0; 1.0; 1.0; 3250.0; 55.0; 25511.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 1.0; 0.0; 20.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 16.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 12.0; 1.0; 0.0; 24.0; 34.0; 19.0; 600.0; 3.3087557603686637; 0.0; 0.0
3203J2GC2PK4HSXGZ2GG107218V84Q; 7200.0; 0.02; 115.0; 1; 13.0; 14.0; 0.0; 0.0; 48.0; 0.08; 0.0; 0.02; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0465; 1.0; 1.0; 1.0; 5.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1488; 0.0274; 0.0355; 0.0187; 0.0; 0.0322; 0.0; 0.0163; 2.0; 0.0; 1.0; 1.0; 3250.0; 55.0; 25511.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 1.0; 0.0; 20.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 16.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 12.0; 1.0; 0.0; 24.0; 34.0; 19.0; 600.0; 3.3087557603686637; 0.0; 0.0
3203J2GC2PK4HSXGZ2GG107218V84Q; 7200.0; 0.02; 115.0; 1; 6.0; 2.0; 1.0; 2.0; 53.0; 0.2; 1.0; 0.02; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0465; 1.0; 1.0; 1.0; 5.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1488; 0.0274; 0.0355; 0.0187; 0.0; 0.0322; 0.0; 0.0163; 2.0; 0.0; 1.0; 1.0; 3250.0; 55.0; 25511.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 1.0; 0.0; 20.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 16.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 12.0; 1.0; 0.0; 24.0; 34.0; 19.0; 600.0; 3.3087557603686637; 0.0; 0.0
3203J2GC2PK4HSXGZ2GG107218V84Q; 7200.0; 0.02; 115.0; 1; 7.0; 10.0; 10.0; 10.0; 101.0; 0.3; 8.0; 0.02; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0465; 1.0; 1.0; 1.0; 5.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1488; 0.0274; 0.0355; 0.0187; 0.0; 0.0322; 0.0; 0.0163; 2.0; 0.0; 1.0; 1.0; 3250.0; 55.0; 25511.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 1.0; 0.0; 20.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 16.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 12.0; 1.0; 0.0; 24.0; 34.0; 19.0; 600.0; 3.3087557603686637; 0.0; 0.0
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 0.0; 0.0; 11.0; 0.0; 10.0; 0.02; 20.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 4.0; 4.0; 12.0; 12.0; 38.0; 0.1; 14.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 0.0; 2.0; 0.0; 12.0; 26.0; 0.02; 20.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 0.0; 0.0; 20.0; 20.0; 35.0; 0.05; 20.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 2.0; 0.0; 16.0; 18.0; 14.0; 0.1; 20.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 5.0; 4.0; 12.0; 18.0; 41.0; $0.10; 17.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 4.0; 2.0; 14.0; 20.0; 58.0; 0.04; 3.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 7.0; 4.0; 9.0; 18.0; 51.0; 0.15; 16.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 0.0; 0.0; 12.0; 20.0; 13.0; 0.05; 18.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
3LE9INWSFWFC7U06C7E8H83VJHH0ML; 120.0; 0.08; 1.0; 1; 4.0; 8.0; 7.0; 6.0; 18.0; 10.0; 3.0; 0.08; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0331; 2.0; 2.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.034; 0.0602; 0.0; 0.0051; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 150.0; 8.0; 2401.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 8.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 0.0; 0.0; 0.0; 1.0; 2.0; 2.0; 16.0; 3.236842105263158; 8.0; 0.5
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 1.0; 1.0; 2.0; 0.0; 33.0; 0.15; 1.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 5.0; 9.0; 2.0; 4.0; 39.0; 0.1; 1.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 1.0; 3.0; 1.0; 1.0; 32.0; 0.15; 1.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 16.0; 16.0; 10.0; 10.0; 110.0; 0.35; 6.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 2.0; 2.0; 6.0; 2.0; 44.0; 0.15; 4.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 8.0; 10.0; 15.0; 8.0; 70.0; 0.15; 14.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 18.0; 14.0; 9.0; 15.0; 72.0; 1.0; 8.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 2.0; 8.0; 14.0; 6.0; 48.0; 0.2; 13.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 5.0; 10.0; 2.0; 1.0; 51.0; 0.1; 1.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL; 3600.0; 0.05; 7.0; 1; 0.0; 0.0; 20.0; 14.0; 11.0; 0.05; 19.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0833; 2.0; 2.0; 2.0; 3.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1268; 0.1647; 0.0232; 0.0652; 0.0; 0.0; 0.0; 0.0368; 6.0; 0.0; 5.0; 6.0; 6633.0; 46.0; 24982.0; 0.0; 0.0; 7.0; 2.0; 0.0; 1.0; 1.0; 0.0; 7.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 7.0; 1.0; 0.0; 6.0; 111.0; 18.0; 1063.0; 3.646417445482866; 6.0; 0.005644402634054563
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE; 86400.0; 0.5; 18.0; 1; 6.0; 11.0; 2.0; 11.0; 50.0; 0.05; 11.0; 0.5; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0684; 1.0; 1.0; 1.0; 3.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1908; 0.0; 0.024; 0.0295; 0.0; 0.0; 0.0; 0.0295; 0.0; 0.0; 0.0; 0.0; 727.0; 5.0; 4276.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 6.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 4.0; 6.0; 7.0; 86.0; 3.6604938271604937; 3.0; 0.03488372093023256
