imageID,WorkerId,Answer.Q_OverallEffort,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_Intresting,Answer.Q_TAKE,Answer.Q_FREQUENCY,OverallEffort_mean,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A19LVWX8ZLO6CS,41.0,4.0,4.0,2.0,20.0,13.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,AFIFVNL3CREJN,40.0,4.0,7.0,11.0,14.0,10.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A35BY30TC8WCL4,29.0,3.0,3.0,2.0,8.0,9.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A1VL7507UONPX0,42.0,5.0,5.0,16.0,18.0,4.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A2CDM78GVCICO5,22.0,0.0,1.0,0.0,1.0,2.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A19OH5PQ7ZZ6UV,71.0,2.0,3.0,11.0,20.0,4.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A26CL8E3XJWH1W,37.0,13.0,13.0,9.0,1.0,0.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,AOQDUK8U5IGIV,41.0,7.0,8.0,4.0,12.0,5.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A2VRDE2FHCBMF8,76.0,6.0,10.0,6.0,16.0,11.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A3298CNSQI60HU,92.0,19.0,17.0,9.0,8.0,11.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3VHU2SWT3EI2EPQKMFU0IXHUUZKSPE,A1T4MC1F4TKX9Z,39.0,10.0,10.0,0.0,0.0,0.0,48.33,0.6706,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,727.0,5.0,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,86.0,3.66049382716,3.0,0.0348837209302
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A340UGIDGIF4W6,41.0,12.0,8.0,19.0,19.0,17.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A36TE52PSYAAD6,24.0,0.0,1.0,6.0,12.0,16.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A19DOARRVT6ZNN,75.0,11.0,6.0,18.0,20.0,15.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A19LVWX8ZLO6CS,71.0,4.0,10.0,0.0,0.0,0.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A2XLEJ7UPW51RD,38.0,10.0,10.0,12.0,7.0,0.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,AOQDUK8U5IGIV,40.0,4.0,4.0,14.0,17.0,1.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A1VW8Y7XCV3DRW,38.0,8.0,8.0,8.0,6.0,10.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A3FB4IOP8KXFJE,38.0,2.0,2.0,10.0,6.0,12.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A3E3OELJKHW58C,27.0,1.0,1.0,0.0,0.0,11.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,AGPGCMNDSKZGT,72.0,4.0,9.0,12.0,8.0,10.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A3PYEW6693PCHT,26.0,0.0,0.0,12.0,10.0,6.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3IR329NZ7YGB0BGT612CO4BTUIW2K0,AQJFDUI58Y0FV,78.0,1.0,4.0,18.0,19.0,11.0,47.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.84901050574,113.0,0.218146718147
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,AGP3BS5J1HRJQ,72.0,14.0,13.0,12.0,15.0,10.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,AGPGCMNDSKZGT,22.0,1.0,3.0,17.0,16.0,12.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A1J9IYN46FX00O,86.0,4.0,10.0,0.0,0.0,2.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A19LVWX8ZLO6CS,26.0,1.0,3.0,4.0,10.0,1.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A3RIFUEQ95MR16,55.0,6.0,8.0,6.0,2.0,4.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A1A9SPY4MTKX6Z,55.0,11.0,12.0,0.0,0.0,0.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A1M3VJEHKWDP8I,35.0,0.0,0.0,10.0,20.0,2.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A1VL7507UONPX0,48.0,3.0,7.0,14.0,8.0,4.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A1U0GNE5ELW5V7,55.0,18.0,14.0,4.0,2.0,2.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A18RH223NQXT25,86.0,3.0,10.0,18.0,18.0,14.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,AWJ5TLP0KOYFX,51.0,4.0,6.0,10.0,8.0,0.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,AC5UD8N187QD6,55.0,9.0,10.0,8.0,3.0,2.0,53.83,0.4815,133.0,9.0,19.14,35.0,38.0,38.0,10.0,23.0,26.0,24.0,27.0,22.0,28.0,0.0,0.0,0.0,0.0,0.6272,0.86,1.0,0.0,0.0,0.0,0.0,1725.0,13.0,8313.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,34.0,0.0,1.0,3.0,19.0,27.0,169.0,4.51746031746,0.0,0.0
