imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,OverallEffort_trimmedMean30,OverallEffort_HubersMEstimatora,OverallEffort_TukeysBiweightb,OverallEffort_HampelsMEstimatorc,OverallEffort_AndrewsWaved,OverallEffort_mean,OverallEffort_median,OverallEffort_sd,OverallEffort_mean_byExperts,OverallEffort_median_byExperts,OverallEffort_sd_byExperts,z_score_weighting,COMPLEX_mean,COMPLEX_median,COMPLEX_sd,Intresting_mean,Intresting_median,Intresting_sd,DIFFICULT_mean,DIFFICULT_median,DIFFICULT_sd,PAYMENT_mean,PAYMENT_median,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",Type,a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,2 hours,0.9,1,71.2,71.24550185,70.8949551,71.26579223,70.90811127,71.79,71.5,24.92,74.38,71.5,25.31,1.3590752230069225,7.36,6,5.62,10,11.5,7.51,6.71,5.5,4.41,1.8,1.2,1.47,3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,7200.0,0.9,1.0,0.3715,25.0,3.0,8.33,6.0,11.0,9.0,12.0,2.0,13.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.82,2,0.0,0.0,0.0,0.0,1979.0,4.0,4784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,3.0,0.0,3.0,29.0,20.0,281.0,4.309973045822103,7.0,0.02491103202846975
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,6 days,0.1,363,47.8,46.28731378,43.47582967,45.8781748,43.41957796,50.86,44,23.21,51.57,38,24.21,0.44946870312313303,7.71,8,5.44,9.36,10,6.69,8.36,7.5,5.09,0.28,0.2,0.37,3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,518400.0,0.1,363.0,0.4268,23.0,2.0,11.5,12.0,7.0,2.0,2.0,4.0,3.0,3.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,3,0.0,0.0,0.0,0.0,953.0,13.0,3557.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,13.0,128.0,3.8391959798994977,0.0,0.0
3ERG9KP7KAETHL286FNRQ00RYLWCHM,60 minutes,0,1,9.727272727,9.583082241,8.494805491,9.058200155,8.495223194,15.53,10,21.46,16.31,10,23.06,1.3126206157915914,1.2,0,3.84,9.73,10,7.74,1.33,0,3.83,0.1,0.04,0.16,3ERG9KP7KAETHL286FNRQ00RYLWCHM,3600.0,0.0,1.0,0.4728,30.0,2.0,15.0,15.0,5.0,3.0,1.0,10.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1476,1.0,1,0.0,0.0,0.0,0.0,793.0,10.0,4580.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,4.0,9.0,4.0,103.0,3.3626943005181347,0.0,0.0
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,3 minutes,0.03,1,11,11.33953547,10.62648893,10.77391935,10.62557087,11.92,14,8.58,12.75,14,8.4,0.3259451099422148,0.92,0,1.66,12.23,12,4.97,0.62,0,0.96,0.03,0.03,0.02,3EULM6QNGEDGI0DDZ62WA3R8YV4JXB,180.0,0.03,1.0,0.4337,10.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1,1.0,0.0,0.0,0.0,917.0,15.0,4170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0,130.0,4.308571428571429,1.0,0.007692307692307693
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,7 minutes,0.05,3871,22.27272727,22.27902848,22.50350186,22.45253877,22.51017597,23.07,23,9.1,21.91,22,9.2,1.4887630319023522,0.8,1,0.86,8.8,8,6.5,1.2,1,1.08,0.07,0.06,0.03,3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,420.0,0.05,3871.0,0.6153,59.0,4.0,14.75,9.0,10.0,20.0,5.0,7.0,3.0,2.0,7.0,1.0,49.0,0.0,0.0,0.0,0.0,0.1488,1.0,1.0,2,0.0,0.0,0.0,0.0,549.0,25.0,22828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,3.0,61.0,3.2814814814814817,0.0,0.0
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,10 minutes,0.06,100,52.36363636,52.3895343,51.1453939,52.59940549,51.020772,55.2,53,22.3,57.8,58,25.94,1.4219567604063248,5.33,4,4.27,10.87,11,4.7,7.4,7,4.32,0.32,0.18,0.32,3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,600.0,0.06,100.0,0.4218,37.0,3.0,12.33,15.0,8.0,14.0,4.0,6.0,4.0,17.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.42,1.0,2,0.0,0.0,0.0,0.0,1043.0,8.0,3470.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,3.0,13.0,6.0,106.0,4.100478468899522,8.0,0.07547169811320754
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,2 hours,0.03,1,74.3,74.93400198,75.83123349,74.3535532,75.82305235,72.43,81.5,22.35,63.5,59.5,21.52,1.0907676353101499,11.36,13,4.6,7.71,4,7.16,10,11,4.71,0.63,0.5,0.41,3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,7200.0,0.03,1.0,0.3126,24.0,2.0,12.0,12.0,1.0,4.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.56,2,1.0,0.0,0.0,0.0,1872.0,13.0,6459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,7.0,35.0,17.0,272.0,4.705696202531645,23.0,0.08455882352941177
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,60 minutes,0.1,6971,29.54545455,29.41826203,30.22040012,29.60360088,30.36613462,28.6,29,14.02,28.6,29,14.02,1.1095735154140638,2.07,2,2.37,13.13,15,5.54,2.07,2,2.12,2.09,0.1,4.17,3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,3600.0,0.1,6971.0,0.596,96.0,6.0,19.2,15.0,14.0,11.0,12.0,23.0,10.0,14.0,16.0,26.0,40.0,0.0,0.0,0.0,0.0,0.6232,1.0,1.0,3,1.0,0.0,19.0,6.0,3916.0,34.0,33165.0,0.0,1.0,1.0,7.0,1.0,13.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,64.0,24.0,625.0,3.93006993006993,7.0,0.0112
3FQJF6D1R1SUSJ130G368H5I02G92S,60 minutes,0.05,5,39.6,39.57954712,39.53562533,39.69309593,39.5433524,40.57,39.5,22.62,32,30,27.88,1.1944232146042764,3.71,2,4.65,3.21,2.5,3.19,4.14,2,5.17,0.45,0.15,0.65,3FQJF6D1R1SUSJ130G368H5I02G92S,3600.0,0.05,5.0,0.5866,16.0,3.0,5.33,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,33.0,0.0,0.0,25.0,9404.0,253.0,70439.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,49.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,15.0,12.0,28.0,0.0,0.0,48.0,124.0,101.0,2492.0,3.2705,0.0,0.0
3FQJF6D1S2STVEIP11IICRPWDI892M,20 minutes,0.03,1,34,31.60686642,27.89454467,31.23359052,27.6829967,37.33,30,22.04,39.3,36,18.54,1.4832436232829596,5.73,5,4.45,9.2,10,6.28,5.27,5,4.37,0.09,0.06,0.08,3FQJF6D1S2STVEIP11IICRPWDI892M,1200.0,0.03,1.0,0.3056,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3756,3,0.0,0.0,0.0,1.0,719.0,30.0,14782.0,0.0,1.0,2.0,2.0,0.0,20.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,8.0,3.0,75.0,2.6376146788990824,8.0,0.10666666666666667
320GLP60AN6FM9FGZXIOL5AG38941T,5 hours,0.05,18,48.8,45.99349399,42.99882407,44.29688027,43.07242277,51.07,45.5,23.49,66.67,69,26.1,1.1930596571878627,9.71,8,6.39,8,9.5,6.1,8.57,9,6.2,1.44,0.18,3.24,320GLP60AN6FM9FGZXIOL5AG38941T,18000.0,0.05,18.0,0.274,52.0,2.0,17.33,36.0,30.0,21.0,11.0,5.0,8.0,11.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.09,0.3372,1.0,3,1.0,0.0,0.0,0.0,4961.0,17.0,11295.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,44.0,35.0,780.0,4.795151515151515,38.0,0.04871794871794872
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,60minutes,0.02,12225,19.3,19.37614336,19.52512461,19.35714286,19.52753507,19.36,24,13.53,20.33,25,13.61,0.5330119467205652,1.36,1,2.44,9.43,9.5,7.07,1.21,1,1.37,0.05,0.04,0.03,3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,3600.0,0.02,12225.0,0.5597,43.0,3.0,14.33,18.0,2.0,4.0,1.0,3.0,17.0,4.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.56,1.0,3,0.0,0.0,0.0,0.0,940.0,6.0,3056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,87.0,3.9572192513368982,19.0,0.21839080459770116
3GRRK9BQWRDBESRD36S5634M392PD9,2 hours,2.02,1,90.27272727,90.76722237,90.28963127,90.33331627,90.30056446,90.93,96,21.65,96.2,96,26.27,1.573039903000693,13.13,12,4.63,6.53,3,6.37,13,14,4.64,2.01,2.25,1.1,3GRRK9BQWRDBESRD36S5634M392PD9,7200.0,2.02,1.0,0.4165,21.0,3.0,7.0,8.0,13.0,5.0,1.0,4.0,3.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1332,1.0,5,73.0,0.0,1.0,2.0,13376.0,329.0,102598.0,0.0,0.0,0.0,3.0,0.0,19.0,13.0,6.0,36.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,52.0,9.0,33.0,0.0,0.0,29.0,137.0,65.0,989.0,3.2448979591836733,0.0,0.0
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,60minutes,0.05,688,28.45454545,28.28780452,28.42526237,28.59498818,28.43178341,29.27,26,12.62,29.22,26,14.57,1.3269426539278684,4.07,2,3.79,11,10,4.34,4,3,3.18,0.18,0.1,0.29,3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,3600.0,0.05,688.0,0.2088,7.0,1.0,7.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,5,1.0,0.0,0.0,0.0,1121.0,47.0,7096.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,11.0,6.0,146.0,3.3346153846153848,6.0,0.0410958904109589
3GZMSD8U5X9MRGKQIZ546O8UKC795T,60minutes,0.05,17,48,46.92176802,44.69089024,46.12834213,44.70411918,50.87,47,22.14,50.83,44,31.11,1.196411409485658,6.8,6,4.63,3.47,1,4.82,6.27,5,5.98,0.25,0.25,0.12,3GZMSD8U5X9MRGKQIZ546O8UKC795T,3600.0,0.05,17.0,0.4888,81.0,9.0,13.5,18.0,16.0,16.0,10.0,13.0,22.0,23.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.378,0.6812,1.0,5,15.0,0.0,0.0,13.0,10293.0,193.0,86043.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,25.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,24.0,28.0,0.0,0.0,42.0,130.0,43.0,2376.0,3.1353907416625186,0.0,0.0
323KIQYDLQ7S9UIT4NE6QLFONB14CB,60 Minutes,0.05,1496,47.55555556,48.09904962,46.46389939,46.30684083,46.45153265,49.31,50,19.63,55.22,51,19.28,0.8412002164695545,6.62,6,4.27,6.69,7,4.5,7.23,7,4.6,0.16,0.1,0.15,323KIQYDLQ7S9UIT4NE6QLFONB14CB,3600.0,0.05,1496.0,0.3055,24.0,2.0,12.0,13.0,12.0,5.0,2.0,12.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344,0.68,2,1.0,0.0,0.0,0.0,1675.0,11.0,5956.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,2.0,19.0,14.0,227.0,4.5272108843537415,2.0,0.00881057268722467
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,60minutes,0.07,2,50,50.54013271,51.00361588,50.02774805,50.99655825,49.93,52,23.98,45.25,43.5,28.92,1.3918077363566648,5.64,5,5.33,8.57,10,5.14,5,4,4.98,0.2,0.15,0.16,3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,3600.0,0.07,2.0,0.5756,9.0,2.0,4.5,3.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,0.0,302.0,5.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,34.0,3.436619718309859,1.0,0.029411764705882353
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,5 minutes,0.01,51,19.18181818,19.17767456,17.8708617,18.83217772,17.87191771,20.87,19,11.7,21.18,16,12.87,1.6589662899566826,1.93,1,2.49,9.33,9,6.84,2.8,2,3.95,0.07,0.05,0.05,3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,300.0,0.01,51.0,0.258,12.0,1.0,12.0,9.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,3,0.0,0.0,0.0,0.0,974.0,44.0,12825.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,519.0,1.9301310043668123,16.0,0.030828516377649325
3H5CSD5832HNKRNN8SDJ6TWED17E80,7 days,0.01,82,26.90909091,26.85791365,26.10010237,27.25319961,26.11284078,29.93,26,23.64,29.57,23,24.49,1.4499616519960852,2.2,1,2.96,11.73,12,6.82,1.87,1,2.75,0.14,0.05,0.24,3H5CSD5832HNKRNN8SDJ6TWED17E80,604800.0,0.01,82.0,0.4241,84.0,7.0,14.0,22.0,21.0,18.0,20.0,24.0,19.0,18.0,10.0,11.0,5.0,0.0,0.0,0.0,0.0,0.398,0.6588,1.0,3,2.0,0.0,0.0,0.0,438.0,12.0,16171.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,62.0,3.3577981651376145,6.0,0.0967741935483871
3H5CSD5832HNKRNN8SDJ6TWL583E8G,7 days,0.01,14,16.63636364,17.14903136,16.19044189,17.45181501,16.1500885,19.47,21,19.63,19.86,7,24.81,1.1191921097733655,0.73,0,1.28,9.2,10,6.9,2.07,0,3.58,0.05,0.05,0.03,3H5CSD5832HNKRNN8SDJ6TWL583E8G,604800.0,0.01,14.0,0.2532,18.0,1.0,18.0,7.0,7.0,6.0,9.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244,3,2.0,0.0,0.0,0.0,433.0,66.0,23562.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,23.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,5.0,2.0,83.0,3.138888888888889,0.0,0.0
3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,60 minutes,0.1,149,39.36363636,36.40622347,33.55130748,35.74564057,33.5830818,41.6,37,22.62,47.33,37,23.77,1.6476870794887357,4.8,3,5.19,10,10,3.46,4.47,2,4.78,0.27,0.2,0.23,3HBZ8AD97D3GZ7VEBIN9M18U9EHNN5,3600.0,0.1,149.0,0.219,89.0,9.0,18.0,44.0,51.0,59.0,9.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3032,0.64,3,26.0,0.0,0.0,3.0,3956.0,183.0,33089.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,75.0,0.0,0.0,25.0,38.0,20.0,669.0,4.196236559139785,72.0,0.10762331838565023
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,60 minutes,0.02,6,37.45454545,39.60547865,41.52094926,40.53042261,41.53024288,35.6,40,12.57,37.18,41,11.5,1.6554602851208675,3.6,3,3.36,3.67,4,4.12,3.07,2,3.63,0.11,0.09,0.06,3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,3600.0,0.02,6.0,0.5367,16.0,2.0,8.0,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,4,1.0,0.0,0.0,0.0,1341.0,10.0,4986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,18.0,2.0,167.0,4.307392996108949,3.0,0.017964071856287425
3HVLA9UQN4GKVQOHDHMDH1A7KETU66,7 days,1,1,88.9,88.97797917,88.59337218,88.07644337,88.58662114,87.14,90.5,21.36,63.4,70,11.01,0.49855830733138307,14.79,14.5,4.76,8.93,8.5,6.56,13.64,13.5,5.64,5.53,2.5,7.63,3HVLA9UQN4GKVQOHDHMDH1A7KETU66,604800.0,1.0,1.0,0.224,63.0,4.0,15.75,39.0,43.0,44.0,14.0,16.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.296,0.78,7,5.0,0.0,0.0,1.0,3935.0,20.0,14087.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,69.0,31.0,614.0,4.155433287482806,63.0,0.10260586319218241
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,3 minutes,0.2,13,53.45454545,53.76739479,52.85508011,54.02509329,52.8529176,55.6,57,24.28,47.86,39,22.68,1.447627944301432,7.33,5,6.23,6.6,8,5.21,9.53,9,6.53,2.32,0.3,6.22,3HYDIS22CWMMEZBE3G64NG7ZMZON5V,180.0,0.2,13.0,0.3405,6.0,1.0,6.0,5.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,4,0.0,0.0,0.0,0.0,777.0,5.0,4224.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,81.0,3.7300613496932513,6.0,0.07407407407407407
3HYDIS22DXJRRCQBI3AE9ELUHK15NC,10 minutes,0.2,29,30.18181818,30.00012514,30.07979047,29.7084332,30.07209856,29,28,11.69,30.36,28,7.72,1.1408338771577857,3.6,3,3,13.2,14,4.28,2.2,2,2.24,0.17,0.2,0.07,3HYDIS22DXJRRCQBI3AE9ELUHK15NC,600.0,0.2,29.0,0.4072,19.0,1.0,19.0,11.0,3.0,1.0,2.0,3.0,0.0,8.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1,1.0,0.0,8.0,0.0,1724.0,16.0,8147.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,8.0,15.0,6.0,220.0,4.252396166134186,0.0,0.0
3I5ZXD44IULX7AZS354F5V5W46GJCA,7days,0.01,1,21.72727273,22.30409205,20.28881954,21.05224435,20.2768185,24.53,26,17.84,29.42,27,16.56,1.2058394319887467,1.27,0,3.03,11.13,13,7.3,1.33,0,2.66,0.58,0.03,1.56,3I5ZXD44IULX7AZS354F5V5W46GJCA,604800.0,0.01,1.0,0.2588,24.0,2.0,12.0,16.0,10.0,10.0,10.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1216,1.0,3,2.0,0.0,0.0,0.0,382.0,66.0,23675.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,23.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,71.0,3.134020618556701,1.0,0.014084507042253521
