HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,AMOT1,AMOT2,ENJO1,ENJO2R,ENJO3,ENJO4,EXTR1,EXTR2,IDEN1,IDEN2,IDEN3,IDEN4,INTRO1,INTRO2,INTRO3,INTRO4,QC1,QC2,Quiz,Z_CLKStream,Z_Time_AMOT1,Z_Time_AMOT2,Z_Time_ENJO1,Z_Time_ENJO2R,Z_Time_ENJO3,Z_Time_ENJO4,Z_Time_EXTR1,Z_Time_EXTR2,Z_Time_IDEM4,Z_Time_IDEN1,Z_Time_IDEN2,Z_Time_IDEN3,Z_Time_INTRO1,Z_Time_INTRO2,Z_Time_INTRO3,Z_Time_INTRO4,Z_Time_QC1,Z_Time_QC2,Z_tabswitched,Z_tabswitched_Time,_BirthYear,_CMP1,_CMP10,_CMP11,_CMP12,_CMP13,_CMP14,_CMP15,_CMP2,_CMP3,_CMP4,_CMP4R,_CMP5,_CMP6,_CMP6R,_CMP7,_CMP8,_CMP9,_Gender,_HHSize,_HIT_Per_WEEK,_HIT_class,_MoneyUsage,_TimeInCS,AMOT,ENJ,EXT,IDEN,INTRO,RAI
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3JWH6J9I9SDX6LU8ELL3L7V44AJBNS,ADQ27JG7OMACZ,Approved,Wed Dec 14 09:26:33 PST 2016,Wed Dec 14 09:31:45 PST 2016,Fri Dec 16 09:31:45 PST 2016,2016-12-16 17:32:39 UTC,,,312,100% (1/1),100% (1/1),0% (0/0),1,1,4,3,5,4,7,7,6,7,7,4,1,1,1,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;AMOT2;INTRO1;,3.824,2.681;0.665,2.118;0.825,45.691,3.034,3.213,3.353,2.054,0,4.447,6.791,2.983,2.565,3.234,2.95,3.184,4.094,3.054,1,{},1985,EF,PR,PR,EF,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,TD,EF,Male,2,50,IF|VV|IA|CC|SV|CA,2,2,1,4.5,7,6,1,0
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3K4J6M3CXETMDJ8UL38C0C21LINAG3,A3LKIY5BCZ2RS8,Approved,Wed Dec 14 12:57:40 PST 2016,Wed Dec 14 13:03:00 PST 2016,Fri Dec 16 13:03:00 PST 2016,Fri Dec 16 12:48:05 PST 2016,,,320,100% (1/1),100% (1/1),0% (0/0),2,2,6,3,6,3,3,6,1,1,6,4,4,5,5,5,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;AMOT1;INTRO2;INTRO2;QC2;EXTR1;AMOT2;INTRO1;IDEN1;,2.406;1.086,3.224,2.147,15.244,6.215,3.395,4.655,3.285,0,225.603,5.191,3.325,4.407,2.709;0.943,3.869,3.13,3.316,17.486,1,{},1975,EF,PR,PR,EF,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Female,3,500,IA|CC|SV,2,2,2,5,4.5,3,4.75,-0.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3K9FOBBF2HJ9JUGK5YAXZAR9G4ZLNR,A28S6TTII9JDNI,Approved,Wed Dec 14 09:32:25 PST 2016,Wed Dec 14 09:35:55 PST 2016,Fri Dec 16 09:35:55 PST 2016,2016-12-16 17:36:39 UTC,,,210,100% (31/31),100% (31/31),0% (0/0),1,1,1,1,1,1,7,7,4,7,7,1,1,1,1,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,0.886,1.806,0.683,29.8,2.436,3.1,1.54,0.806,0,3.966,2.242,0.977;2.586,1.501,0.695,1.016,1.984,2.445,7.455,1,{},1979,EF,MD,TD,EF,MD,EF,MD,TD,TD,PD,PD,PR,TD,TD,PR,TD,EF,Male,2,600,IF|VV|IA|CC|SV|CA,2,3,1,2.5,7,4.75,1,-5.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3KAKFY4PGU20PPF42CT5YG1BUJAI3Q,A3REK98S3MBVHW,Approved,Wed Dec 14 09:20:08 PST 2016,Wed Dec 14 09:23:36 PST 2016,Fri Dec 16 09:23:36 PST 2016,2016-12-16 17:23:39 UTC,,,208,100% (1/1),100% (1/1),0% (0/0),4,3,5,1,5,4,7,7,7,7,6,4,1,1,3,5,1,7,TRUE,IDEN4;IDEN2;QC1;EXTR2;ENJO3;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;ENJO2R;,1.96,2.129,2.401;0.416,139.12,0.782,6.265,0.904,3.569,0,3.232,19.83,2.977,1.952,3.255,3.135,2.063,2.44,3.04,3,;4.791,1992,PR,PR,PR,EF,MD,EF,FR,FR,EF,FR,FR,FR,TD,TD,PR,TD,EF,Female,2,5000,IF|VV|SV|CA,2,4,3.5,5.25,7,6,2.5,0
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3KAKFY4PGU20PPF42CT5YG1BUJBI3R,A1LTJHPUTL7WM9,Approved,Wed Dec 14 09:22:53 PST 2016,Wed Dec 14 09:27:22 PST 2016,Fri Dec 16 09:27:22 PST 2016,2016-12-16 17:27:39 UTC,,,269,100% (1/1),100% (1/1),0% (0/0),1,1,4,4,4,4,7,7,4,6,5,6,5,1,1,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;ENJO4;EXTR2;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,1.767,1.364,3.848,25.816,4.947,4.383,6.639,1.363,0,3.196,5.21,4.44,3.933,3.234,4.788,2.24,1.951,4.084,3,;11.385,1990,PR,PR,PR,MD,MD,EF,MD,TD,TD,FR,FR,PR,TD,TD,PR,TD,EF,Female,2,350,IF|VV|IA|CC|SV|CA,1,4,1,4,7,5.25,2,-2.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3KMS4QQVK2QMBWLLMAFJC55LPF8FKF,A3AO2N7BNFDGF3,Approved,Wed Dec 14 12:37:25 PST 2016,Wed Dec 14 12:42:00 PST 2016,Fri Dec 16 12:42:00 PST 2016,2016-12-16 20:42:39 UTC,,,275,100% (1/1),100% (1/1),0% (0/0),1,1,6,3,4,3,7,7,1,1,3,1,1,1,2,2,1,7,TRUE,IDEN4;ENJO2R;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,1.305,31.012,2.076,16.001;5.468,1.598,2.78,1.074,2.616,0,4.353,2.654,3.335,1.93,2.621,2.878;3.225,1.386,11.264,4.667,5,;9.279;8.672,1984,EF,MD,PR,EF,MD,EF,FR,FR,EF,FR,FR,FR,TD,TD,PR,MD,FR,Female,1,500,VV|IA|SV,2,4,1,4.5,7,1.5,1.5,-5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3KWTYT087035T5AE1YEB5TRNQU45LD,A2DS7GIC3JM5YF,Approved,Thu Dec 15 07:24:40 PST 2016,Thu Dec 15 07:27:18 PST 2016,Sat Dec 17 07:27:18 PST 2016,Fri Dec 16 12:48:01 PST 2016,,,158,100% (31/31),100% (31/31),100% (15/15),4,2,5,5,6,5,7,7,5,6,6,4,5,3,6,7,1,7,TRUE,IDEN4;ENJO2R;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;IDEN3;INTRO4;ENJO1;AMOT1;AMOT1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,2.826;1.546;0.407,2.813,1.782,7.553;0.5,4.071,4.655,2.015,1.402,0,2.047,3.107,2.597;1,3.327,2.678,1.691,2.654,2.161,4.602,1,{},1995,EF,PR,TD,MD,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,TD,EF,Female,1,200,IF|VV|IA|CC|SV|CA,2,3,3,4.75,7,5.25,5.25,-4.5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3LBXNTKX0RVJUMTFI7UGS3RCJX1X9I,A2DZVZSDEM81D1,Approved,Wed Dec 14 23:52:26 PST 2016,Wed Dec 14 23:55:34 PST 2016,Fri Dec 16 23:55:34 PST 2016,Fri Dec 16 12:48:02 PST 2016,,,188,100% (15/15),100% (15/15),100% (6/6),1,1,3,3,4,2,5,5,2,1,2,1,1,1,1,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;IDEN3;INTRO3;ENJO1;INTRO4;INTRO4;AMOT1;INTRO2;QC2;IDEN1;EXTR1;INTRO1;AMOT2;,4.052,1.675,2.537,15.454,3.127,3.279,1.797,5.929,0,2.81,3.664,2.874,4.155,6.147,2.812,3.885;5.255,2.861,6.946,1,{},1990,PR,PR,PR,MD,MD,PD,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Male,1,150,IF|SV,2,2,1,3.5,5,1.5,1,-2.5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3LEP4MGT3G0OK93VPR70P2JAQ6FDBA,AYG3MF094634L,Approved,Wed Dec 14 09:20:53 PST 2016,Wed Dec 14 09:23:28 PST 2016,Fri Dec 16 09:23:28 PST 2016,2016-12-16 17:23:39 UTC,,,155,100% (1/1),100% (1/1),0% (0/0),2,2,2,3,3,2,7,7,4,6,5,3,2,1,2,3,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,2.841,1.6,1.592,13.223,2.312,3.528,1.752,0.768,0,1.777,1.256,4.327,1.384,0.912,1.16,1.801,3.52,4.215,3,;9.341,1977,EF,PR,TD,EF,MD,EF,MD,TD,TD,FR,FR,PR,TD,TD,PR,TD,EF,Female,3,1000,IF|IA|SV,1,4,2,3,7,4.5,2,-5.5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3LEP4MGT3G0OK93VPR70P2JAQ6JDBE,A28K3ICJFZTS00,Approved,Wed Dec 14 09:31:57 PST 2016,Wed Dec 14 09:41:09 PST 2016,Fri Dec 16 09:41:09 PST 2016,2016-12-16 17:41:39 UTC,,,552,100% (1/1),100% (1/1),0% (0/0),1,1,6,2,5,5,7,7,1,4,5,3,1,1,1,1,1,7,TRUE,IDEN4;IDEN4;IDEN4;IDEN4;ENJO2R;IDEN2;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,4.253,2.945,4.427,20.017,8.342,4.935,2.568,2.813,0,6.964,223.413;1.215,4.87;0.971,4.535,2.563,5.452,5.253,2.944,6.938,3,;1.653,1977,PR,PR,PR,MD,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Male,1,40,SV,2,2,1,5.5,7,3.25,1,-0.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3LOTDFNYA7ZD6WF2BOYM0GZGCKDFW3,AAGKOZ4QSVDZE,Approved,Wed Dec 14 09:20:21 PST 2016,Wed Dec 14 09:23:38 PST 2016,Fri Dec 16 09:23:38 PST 2016,2016-12-16 17:23:39 UTC,,,197,100% (15/15),100% (15/15),100% (1/1),2,2,6,2,6,3,6,6,2,6,6,6,2,2,2,6,6,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,1.208,2.84,0.655,15.883,2.48,0.816,1.807,1.152,0,4.177,2.008,1,2.903,0.961,0.936,3.36,1.48,15.767,1,{},1984,PR,MD,TD,EF,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Male,4,500,IF|VV|SV|CA,1,5,2,5.25,6,5,3,0.5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3M1CVSFP605DQ828OZDOUQ63R4SQA8,ACNPJ7WXOGX5M,Approved,Wed Dec 14 11:27:23 PST 2016,Wed Dec 14 11:31:55 PST 2016,Fri Dec 16 11:31:55 PST 2016,2016-12-16 19:32:39 UTC,,,272,100% (4/4),100% (4/4),0% (0/0),3,2,4,2,2,6,7,7,6,7,7,5,3,2,3,2,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,5.129,2.106,1.33,30.244,2.619,2.456,1.642,1.184,0,3.881,2.665,3.793,10.376,1.838,2.727,14.612,2.575,3.972,11,;9.772;4.241;0.807;6.763;8.138,1989,EF,PR,TD,EF,MD,EF,FR,TD,EF,FR,FR,FR,TD,TD,PR,TD,FR,Male,1,200,IA|CC|SV,2,4,2.5,4.5,7,6.25,2.5,-1.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3MB8LZR5BFT8BOVH8LIH7IA5M9BKL2,A05977571SZ38O16ESGP8,Approved,Wed Dec 14 10:19:26 PST 2016,Wed Dec 14 10:23:07 PST 2016,Fri Dec 16 10:23:07 PST 2016,2016-12-16 18:23:39 UTC,,,221,100% (1/1),100% (1/1),0% (0/0),1,1,4,1,5,6,3,4,4,4,4,3,4,4,5,4,1,7,TRUE,IDEN4;ENJO2R;IDEN2;IDEN2;QC1;ENJO3;ENJO3;EXTR2;ENJO4;INTRO3;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;INTRO2;QC2;IDEN1;EXTR1;EXTR1;AMOT2;INTRO1;,4.731,3.856,0.879,12.134,5.35;2.094,6.116,0.663;3.031,2.838,0,1.967,5.346;1.662,3.458,3.774,7.11;2.103,7.903;7.304,2.189,6.093,4.506,3,;4.879,1992,PR,PR,TD,MD,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,TD,EF,Male,3,20,IF|VV|IA|CC|SV|CA,2,1,1,5.5,3.5,3.75,4.25,3.5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3MB8LZR5BFT8BOVH8LIH7IA5M9YLKQ,A360G7Q6RO5XRL,Approved,Wed Dec 14 09:45:49 PST 2016,Wed Dec 14 09:53:06 PST 2016,Fri Dec 16 09:53:06 PST 2016,2016-12-16 17:53:39 UTC,,,437,100% (1/1),100% (1/1),0% (0/0),1,1,4,4,4,4,7,7,4,7,7,3,3,2,3,2,1,7,TRUE,ENJO2R;IDEN4;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,5.048,2.36,1.952,40.848,3.711,4.159,2.184,2.544,0,7.568,7.695,3.736,3.904,8.96,5.921,4.528,3.769,6.048,3,;11.956,1984,EF,PR,PR,EF,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Male,3,3000,IF|VV|IA|SV|CA,1,4,1,4,7,5.25,2.5,-3.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3MHW492WW0D6XH7E71X3940B2COVMH,A3HMBHM8HJLKRD,Approved,Wed Dec 14 09:25:42 PST 2016,Wed Dec 14 09:28:55 PST 2016,Fri Dec 16 09:28:55 PST 2016,2016-12-16 17:29:39 UTC,,,193,100% (2/2),100% (2/2),0% (0/0),1,1,6,1,6,5,7,7,6,7,6,7,5,4,3,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;ENJO4;,1.488,1.88,2.528,13.371,1.848,125.175,1.064,1.432,0,1.938,1.928,4.177,2.952,2.056,11.71,4.472,2.16,7.758,1,{},1960,PR,PR,PR,EF,PD,EF,MD,TD,TD,PD,PD,PR,TD,TD,PR,TD,EF,Female,1,600,SV|CA,2,3,1,6,7,6.5,3.25,1.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3N1FSUEFL504ZAIMACXDHOD4GMMD48,A2WF8JGMNB4UEN,Approved,Wed Dec 14 20:54:07 PST 2016,Wed Dec 14 20:57:46 PST 2016,Fri Dec 16 20:57:46 PST 2016,Fri Dec 16 12:48:03 PST 2016,,,219,100% (5/5),100% (2/2),0% (0/0),1,2,1,2,2,2,7,7,4,5,4,3,2,1,1,2,1,7,TRUE,IDEN4;ENJO2R;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,3.614,5.379,1.793,34.375;2.749,1.489,4.523,1.898,2.064,0,6.831,3.432,3.595,2.478,2.492,2.742,2.044,3.296,6.923,1,{},1983,PR,PR,PR,EF,MD,EF,FR,FR,EF,FR,FR,PR,TD,TD,PR,TD,EF,Male,2,100,IF|VV|IA|SV|CA,1,3,1.5,2.75,7,4,1.5,-6
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3N1FSUEFL504ZAIMACXDHOD4HN14DH,AM1GXU79JRKU,Approved,Wed Dec 14 22:06:01 PST 2016,Wed Dec 14 22:16:56 PST 2016,Fri Dec 16 22:16:56 PST 2016,Fri Dec 16 12:48:09 PST 2016,,,655,100% (1/1),100% (1/1),0% (0/0),1,1,3,3,4,4,4,6,3,6,4,3,4,1,2,2,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,5.375;7.057,8.369,4.831,50.333,6.519,4.065,7.32,1.625,0,6.047,5.048,5.367,5.015,0.784,5.936;3.264,6.042,5.824,12.04,3,;3.055,1975,PR,MD,PR,MD,PD,PD,FR,FR,EF,PD,PD,PR,TD,PD,PR,TD,EF,Male,3,600,IA|CC|SV,2,3,1,4,5,4,2.25,-0.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3NG53N1RLVJE788EROELYUAYWJ38PQ,A1SD3O0726NFPZ,Approved,Wed Dec 14 09:38:13 PST 2016,Wed Dec 14 09:43:03 PST 2016,Fri Dec 16 09:43:03 PST 2016,2016-12-16 17:43:39 UTC,,,290,100% (1/1),100% (1/1),0% (0/0),1,1,1,6,4,2,4,7,2,7,6,5,1,1,2,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;AMOT1;ENJO1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,4.242,3.535,0.672,82.806,5.9;2.558,2.05,1.282,4.256,0,5.696,2.277,3.475,2.029,2.371,2.433,7.69,3.427,8.481,1,{},1985,EF,MD,TD,EF,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Female,4,200,IF|VV|IA|SV|CA,1,3,1,2.25,5.5,5,1.25,-2.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3NPFYT4IZC4Y9WGNWD0QKKDZM1QXGK,A2HLEDEHVI4VS,Approved,Wed Dec 14 09:42:21 PST 2016,Wed Dec 14 09:45:28 PST 2016,Fri Dec 16 09:45:28 PST 2016,2016-12-16 17:45:39 UTC,,,187,100% (33/33),100% (33/33),100% (13/13),1,2,6,1,6,6,7,7,2,6,6,6,4,1,6,6,1,7,TRUE,IDEN4;IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;EXTR2;ENJO4;INTRO3;IDEN3;ENJO1;AMOT1;INTRO2;INTRO2;QC2;IDEN1;IDEN1;EXTR1;EXTR1;AMOT2;INTRO1;INTRO4;,2.914,2.373,3.147,13.059,2.833,2.967,2.654;1.209,1.798;1.506,0,7.017;0.762,3.258,2.441,3.748,2.307;0.515,2.882,117.491,3.225,5.92,1,{},1984,PR,PR,PR,EF,MD,EF,MD,TD,EF,PD,PD,PR,PD,PD,PR,TD,EF,Female,4,400,IA|SV|CA,1,4,1.5,6.25,7,5,4.25,-0.75
