imageID,WorkerId,Input.timeAlloted,Input.reward,Input.hitsAvailable,Answer.Q_ABILITY,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_FREQUENCY,Answer.Q_Intresting,Answer.Q_OverallEffort,Answer.Q_PAYMENT,Answer.Q_TAKE,Answer.vreward
3H5CSD5832HNKRNN8SDJ6TWED17E80,A28S6TTII9JDNI,7 days,0.01,82,Y,0,0,20,10,5,0.01,20,0.01
3H5CSD5832HNKRNN8SDJ6TWED17E80,ABLOHOJH95YT9,7 days,0.01,82,Y,3,2,8,8,49,0.05,11,0.01
3H5CSD5832HNKRNN8SDJ6TWED17E80,A2RG7VZAKGDEXI,7 days,0.01,82,Y,2,1,16,17,44,0.8,13,0.01
3H5CSD5832HNKRNN8SDJ6TWED17E80,A19OH5PQ7ZZ6UV,7 days,0.01,82,Y,4,4,5,4,38,0.04,4,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,AXL8STMTF8Z21,5 Minutes,0.01,1,Y,1,1,14,14,10,0.01,11,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A1U0GNE5ELW5V7,5 Minutes,0.01,1,Y,2,2,18,16,33,0.1,20,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A9KPCMO1J1LQF,5 Minutes,0.01,1,Y,0,0,10,0,18,0.1,2,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,AGQPTDG6ZF3T3,5 Minutes,0.01,1,Y,2,2,20,20,14,0.01,19,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A1P08V29SHY950,5 Minutes,0.01,1,Y,3,3,16,6,27,0.03,18,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A21Y02Z83OCZ4R,5 Minutes,0.01,1,Y,5,6,19,5,24,0.05,20,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A2D563QZFLUW9H,5 Minutes,0.01,1,Y,0,0,14,20,26,0.05,20,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A28S6TTII9JDNI,5 Minutes,0.01,1,Y,0,0,20,18,13,0.05,20,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,A2HR7ZIX42FEPG,5 Minutes,0.01,1,Y,0,0,18,10,2,0.01,20,0.01
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,AROEBUDI2L9G9,5 Minutes,0.01,1,Y,0,0,18,10,3,0.05,20,0.01
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A28FW73RBVGYZ9,60 minutes,0.1,81,Y,16,17,0,12,97,0.5,3,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A1WKENA5660Y84,60 minutes,0.1,81,Y,9,9,6,9,37,0.3,9,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A1640H4RXH8NZE,60 minutes,0.1,81,Y,17,16,11,12,52,1.5,6,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,AB1IYOW97MBMR,60 minutes,0.1,81,Y,10,7,7,6,38,0.5,8,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A3RIFUEQ95MR16,60 minutes,0.1,81,N,2,6,1,1,55,0.25,1,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,AQP74RCFA4CF8,60 minutes,0.1,81,Y,10,11,12,14,57,1,9,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A3PYEW6693PCHT,60 minutes,0.1,81,Y,20,18,1,4,112,0.75,4,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A2D563QZFLUW9H,60 minutes,0.1,81,Y,19,12,0,0,87,0.5,0,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,AWMQYV1RQM94M,60 minutes,0.1,81,Y,14,8,1,8,60,1,2,0.1
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A18RH223NQXT25,60 minutes,0.1,81,Y,8,8,13,13,92,0.1,16,0.1
3ME56J5KH09H8MTADW07EI1HZMYC6P,AXL8STMTF8Z21,5 minutes,0.01,5,Y,4,3,2,4,40,0.15,4,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,AROEBUDI2L9G9,5 minutes,0.01,5,Y,12,14,14,16,56,0.4,15,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,A2C2G6WIE6VO2C,5 minutes,0.01,5,Y,4,5,0,2,55,0.5,2,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,A28S6TTII9JDNI,5 minutes,0.01,5,Y,4,4,2,2,45,0.2,1,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,A2ZATH9519RF58,5 minutes,0.01,5,Y,15,10,15,8,87,0.4,8,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,A3OLRWACCCCUTU,5 minutes,0.01,5,Y,3,4,4,7,72,0.18,7,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,AOQDUK8U5IGIV,5 minutes,0.01,5,Y,14,18,0,3,81,1,1,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,A28FW73RBVGYZ9,5 minutes,0.01,5,Y,13,17,2,5,100,0.4,2,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,A19DOARRVT6ZNN,5 minutes,0.01,5,Y,12,14,4,7,81,0.75,3,0.01
3ME56J5KH09H8MTADW07EI1HZMYC6P,AJAPJJTISC36L,5 minutes,0.01,5,Y,14,14,2,2,71,0.5,2,0.01
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A2N962G55T9MOB,15 minutes,0.02,2,N,20,20,0,10,116,0.3,0,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A27LR932J8F67W,15 minutes,0.02,2,N,15,16,2,10,50,0.1,4,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A3PYEW6693PCHT,15 minutes,0.02,2,N,20,20,0,10,112,0.75,0,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A2D563QZFLUW9H,15 minutes,0.02,2,N,20,20,0,0,87,1,0,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A28FW73RBVGYZ9,15 minutes,0.02,2,N,18,20,0,1,76,1,0,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A18RH223NQXT25,15 minutes,0.02,2,N,3,8,12,7,41,0.05,4,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A8GWYS9O8FUEK,15 minutes,0.02,2,Y,-1,-1,-1,-1,-1,0.25,-1,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A255Z4U24Y2SP8,15 minutes,0.02,2,N,20,20,0,8,149,9,0,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A3L60SOWLYEDN2,15 minutes,0.02,2,N,15,16,0,4,101,0.2,0,0.02
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A19OH5PQ7ZZ6UV,15 minutes,0.02,2,N,20,20,0,0,150,2,0,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A2D563QZFLUW9H,15 minutes,0.02,35,Y,7,2,0,10,39,0.3,12,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A4PGF2WE94TJA,15 minutes,0.02,35,Y,12,12,10,4,45,0.02,10,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A2C2G6WIE6VO2C,15 minutes,0.02,35,Y,1,0,1,6,29,0.1,15,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A610SH5RY1NG1,15 minutes,0.02,35,Y,9,8,12,11,62,0.1,6,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A1GOLJMO4GID3I,15 minutes,0.02,35,Y,1,1,0,1,17,0.02,1,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A2RG7VZAKGDEXI,15 minutes,0.02,35,Y,14,11,12,3,90,0.8,12,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A1L8ZQ4A13OGWX,15 minutes,0.02,35,Y,9,8,5,4,39,0.1,1,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A39J5RLVDTM6SM,15 minutes,0.02,35,Y,13,11,11,10,74,0.25,7,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A18RH223NQXT25,15 minutes,0.02,35,Y,8,5,16,16,60,0.03,16,0.02
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A1Y50NM443ITPK,15 minutes,0.02,35,Y,15,8,18,13,48,0.15,10,0.02
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A1C7FH4P7EKUBE,60 minutes,0.2,505,Y,10,10,0,9,52,0.2,4,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,AB7QN439WP6RY,60 minutes,0.2,505,Y,2,15,2,4,59,0.25,4,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A255Z4U24Y2SP8,60 minutes,0.2,505,Y,8,6,7,8,47,0.15,9,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A15GKHNAWVZ9HD,60 minutes,0.2,505,Y,14,16,4,6,102,0.6,2,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A1GOLJMO4GID3I,60 minutes,0.2,505,Y,2,2,0,2,-1,0.1,0,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A26CL8E3XJWH1W,60 minutes,0.2,505,Y,16,16,0,1,99,1,0,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,AROEBUDI2L9G9,60 minutes,0.2,505,Y,15,15,7,5,114,0.5,4,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A3298CNSQI60HU,60 minutes,0.2,505,Y,19,11,7,6,90,1,5,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A2RG7VZAKGDEXI,60 minutes,0.2,505,Y,2,0,13,14,40,0.25,19,0.2
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,A1L0X2BYAGPFEA,60 minutes,0.2,505,Y,0,0,10,20,4,0.2,20,0.2
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A5TI9UQEPLNWI,5 minutes,0.01,51,Y,3,2,12,10,19,0.03,10,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A28S6TTII9JDNI,5 minutes,0.01,51,Y,1,2,10,10,25,0.05,10,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,ALOYY3E72AQ1K,5 minutes,0.01,51,Y,1,9,4,8,6,0.03,6,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A1F3IJU2HXZ0PQ,5 minutes,0.01,51,Y,0,0,6,2,14,0.1,4,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A2ZATH9519RF58,5 minutes,0.01,51,Y,2,1,14,19,16,0.1,18,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A3OLRWACCCCUTU,5 minutes,0.01,51,Y,3,5,4,9,22,0.05,6,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A1YY98SJG37KSU,5 minutes,0.01,51,Y,2,0,2,2,26,0.05,1,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,A15GKHNAWVZ9HD,5 minutes,0.01,51,Y,0,0,20,20,38,0.2,20,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,AYM12AQJVZ66N,5 minutes,0.01,51,Y,10,4,12,12,15,0.05,11,0.01
3H41Q6XMRNUCK2PCFPR6Y35LJFT2GW,AXL8STMTF8Z21,5 minutes,0.01,51,Y,3,2,14,18,14,0.05,15,0.01
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A1J9IYN46FX00O,60minutes,0.1,53,Y,7,2,13,6,28,0.1,2,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,AXL8STMTF8Z21,60minutes,0.1,53,Y,2,4,10,14,21,0.1,16,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A610SH5RY1NG1,60minutes,0.1,53,Y,4,5,9,11,47,0.2,10,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A88QVXE9H03O8,60minutes,0.1,53,Y,0,0,5,10,30,0.5,10,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A2ZATH9519RF58,60minutes,0.1,53,Y,4,5,14,16,15,0.05,13,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A20Z5O57UDPFLX,60minutes,0.1,53,Y,7,3,4,8,51,0.15,14,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A1XIFPI36695GY,60minutes,0.1,53,Y,5,3,0,4,27,0.12,17,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A340UGIDGIF4W6,60minutes,0.1,53,Y,13,12,6,10,37,0.1,11,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A29RJVVL54THB5,60minutes,0.1,53,Y,4,4,10,6,27,0.2,11,0.1
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A26CL8E3XJWH1W,60minutes,0.1,53,Y,10,10,5,10,38,0.1,14,0.1
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A2XLEJ7UPW51RD,60minutes,0.05,215,Y,0,0,20,20,18,0.05,19,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A2ZATH9519RF58,60minutes,0.05,215,Y,10,7,12,10,49,0.3,11,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A2N962G55T9MOB,60minutes,0.05,215,Y,0,0,12,10,0,0.05,0,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A2LV5432PV1S39,60minutes,0.05,215,Y,12,18,0,0,61,2,0,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A1QXW6HGZCSSNV,60minutes,0.05,215,Y,4,16,1,0,72,0.3,1,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A2ZCON58EO32X9,60minutes,0.05,215,Y,1,5,2,1,26,. 78,0,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A4PGF2WE94TJA,60minutes,0.05,215,Y,0,0,20,10,22,0.05,20,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A19OH5PQ7ZZ6UV,60minutes,0.05,215,Y,7,6,14,13,38,0.08,14,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A3298CNSQI60HU,60minutes,0.05,215,Y,12,7,12,6,60,0.3,9,0.05
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A26CL8E3XJWH1W,60minutes,0.05,215,Y,14,13,1,1,55,0.1,1,0.05
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A1A9SPY4MTKX6Z,10 minutes,0.01,4,Y,1,1,14,6,26,0.04,18,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A03922113RU44GENR8ATX,10 minutes,0.01,4,Y,2,2,12,12,17,0.07,0,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,ASL1MFFPUB2ZW,10 minutes,0.01,4,Y,6,8,6,16,72,0.03,12,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A2ZATH9519RF58,10 minutes,0.01,4,Y,10,6,7,12,43,0.1,10,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,AXV4XY9UNODNP,10 minutes,0.01,4,Y,0,0,19,18,16,0.1,20,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,AB7QN439WP6RY,10 minutes,0.01,4,Y,3,11,10,12,25,0.1,10,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A28FW73RBVGYZ9,10 minutes,0.01,4,Y,10,8,11,12,45,0.05,13,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A19OH5PQ7ZZ6UV,10 minutes,0.01,4,Y,14,14,2,3,86,0.1,2,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A1U0GNE5ELW5V7,10 minutes,0.01,4,Y,14,10,10,8,37,0.1,10,0.01
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A2HW364F4TCKL3,10 minutes,0.01,4,Y,17,13,5,2,100,0.3,7,0.01
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A1CWDCM0WHXQXZ,3 hours,0.03,133,Y,1,1,0,1,7,0.15,0,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A1L0X2BYAGPFEA,3 hours,0.03,133,Y,4,4,16,10,37,0.03,20,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A2Z1O9OKSW8MNU,3 hours,0.03,133,Y,8,6,1,4,30,0.1,2,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A2HW364F4TCKL3,3 hours,0.03,133,Y,19,19,5,5,101,0.25,6,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A2DQY1G4BUM0M,3 hours,0.03,133,Y,4,4,16,12,38,0.12,16,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,AROEBUDI2L9G9,3 hours,0.03,133,Y,6,6,13,9,42,0.15,13,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A1EQ2HDHF2WWSY,3 hours,0.03,133,Y,6,8,10,8,38,0.15,11,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A3KSZFY43X1QWQ,3 hours,0.03,133,Y,16,13,5,1,110,0.25,3,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A2WEJYAMB1YSG,3 hours,0.03,133,Y,1,2,2,5,33,0.1,4,0.03
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A2D563QZFLUW9H,3 hours,0.03,133,Y,18,14,0,0,86,0.75,0,0.03
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A3298CNSQI60HU,7 days,0.1,20,Y,6,7,9,10,24,0.1,12,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,AGPGCMNDSKZGT,7 days,0.1,20,Y,4,3,2,17,23,0.2,15,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A2B6WQG0A9CKXQ,7 days,0.1,20,Y,6,4,6,12,51,0.25,10,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A20Z8Q65CFTBV7,7 days,0.1,20,Y,18,18,0,1,86,0.4,0,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,AXV4XY9UNODNP,7 days,0.1,20,Y,15,12,10,6,38,0.2,9,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A15GKHNAWVZ9HD,7 days,0.1,20,Y,2,0,10,16,113,0.7,18,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A26913CR59ATI9,7 days,0.1,20,Y,10,5,0,8,54,0.05,3,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A2LV5432PV1S39,7 days,0.1,20,Y,2,2,5,14,27,0.3,16,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A2HTN7HCNBQ8V4,7 days,0.1,20,Y,8,10,4,11,38,0.1,12,0.1
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A19DOARRVT6ZNN,7 days,0.1,20,Y,1,4,8,17,58,0.3,15,0.1
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A15GKHNAWVZ9HD,5 minutes,0.04,1,Y,0,0,16,20,37,0.5,20,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A2D563QZFLUW9H,5 minutes,0.04,1,Y,4,0,6,14,39,0.1,20,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A610SH5RY1NG1,5 minutes,0.04,1,Y,3,3,0,2,22,0.15,0,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A3CFERUFHEQ3I3,5 minutes,0.04,1,Y,0,0,4,16,15,0.02,20,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A1YY98SJG37KSU,5 minutes,0.04,1,Y,0,0,6,6,26,0.05,16,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A2WCV7ULUPKVNQ,5 minutes,0.04,1,Y,1,0,0,0,38,0.17,0,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A1FL20WGFRJS1T,5 minutes,0.04,1,N,14,16,2,4,57,0.2,2,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A3EBUBRYCKB6AF,5 minutes,0.04,1,Y,0,0,1,14,16,0.04,10,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A1I8Z7HLS1ZU5Q,5 minutes,0.04,1,Y,1,2,14,6,24,0.03,15,0.04
3R8NDUBSE5CIIDI6K37BBGYS2U64KU,A20Z8Q65CFTBV7,5 minutes,0.04,1,Y,1,1,1,14,37,0.2,19,0.04
3NE6EBGK47BU93BYGGU8IB2LO7NE35,AVOF14300525D,2 hours,2,1,Y,10,4,4,2,63,2,4,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A1J9IYN46FX00O,2 hours,2,1,Y,14,10,15,20,37,2,10,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A1EQ2HDHF2WWSY,2 hours,2,1,Y,11,6,10,18,98,1.2,16,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A3ET9X8TXMGXDI,2 hours,2,1,Y,3,12,0,8,43,0.25,2,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A1F3IJU2HXZ0PQ,2 hours,2,1,Y,14,14,0,14,76,2,0,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A1I8Z7HLS1ZU5Q,2 hours,2,1,Y,6,6,6,15,66,1,13,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,AXV4XY9UNODNP,2 hours,2,1,Y,2,1,12,20,30,3,20,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,ALOYY3E72AQ1K,2 hours,2,1,Y,8,7,1,18,83,1,20,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A3RIFUEQ95MR16,2 hours,2,1,Y,10,10,10,15,70,2.5,18,2
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A8GWYS9O8FUEK,2 hours,2,1,Y,-1,-1,-1,-1,-1,1,-1,2
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,AU5Y7J1PF0UIT,60 minutes,0.4,4,Y,2,0,17,10,26,0.1,19,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A27LR932J8F67W,60 minutes,0.4,4,Y,2,2,20,20,3,0.05,20,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A3RIFUEQ95MR16,60 minutes,0.4,4,Y,6,6,6,9,38,0.5,3,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A15GKHNAWVZ9HD,60 minutes,0.4,4,Y,2,0,20,20,87,0.4,20,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A4NRNY8PZV1JW,60 minutes,0.4,4,Y,-1,-1,-1,-1,-1,0.05,-1,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A1A9SPY4MTKX6Z,60 minutes,0.4,4,Y,0,0,12,10,17,0.04,14,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A2CK0OXMPOR9LE,60 minutes,0.4,4,Y,1,0,17,14,31,0.4,19,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A2ZATH9519RF58,60 minutes,0.4,4,Y,0,0,20,18,10,0.1,20,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,A3GM1Y0H93CZT1,60 minutes,0.4,4,Y,0,0,20,10,14,0.2,20,0.4
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,AMDX0UNZS4A1G,60 minutes,0.4,4,Y,0,0,11,10,9,0.5,15,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,AZFHYAYP6LF5O,45 minutes,0.4,20,Y,12,8,6,4,90,1,2,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A2DQY1G4BUM0M,45 minutes,0.4,20,Y,12,8,12,12,38,0.5,16,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A340UGIDGIF4W6,45 minutes,0.4,20,Y,13,13,12,14,40,0.5,19,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A1A9SPY4MTKX6Z,45 minutes,0.4,20,Y,6,8,18,7,28,1,13,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,AXV4XY9UNODNP,45 minutes,0.4,20,Y,20,18,2,1,103,2,2,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A13V6ZYVF3A7EW,45 minutes,0.4,20,Y,10,10,18,18,98,0.55,18,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A2ZATH9519RF58,45 minutes,0.4,20,Y,17,7,2,6,57,0.4,1,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A2WEJYAMB1YSG,45 minutes,0.4,20,N,7,9,0,3,71,0.5,1,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A2C2G6WIE6VO2C,45 minutes,0.4,20,Y,0,0,0,10,38,0.5,4,0.4
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A2XLEJ7UPW51RD,45 minutes,0.4,20,Y,13,16,7,12,62,0.15,3,0.4
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,AGPGCMNDSKZGT,30 minutes,0.03,133,Y,4,4,14,14,20,0.1,13,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,AROEBUDI2L9G9,30 minutes,0.03,133,Y,4,6,14,14,37,0.15,17,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A1YY98SJG37KSU,30 minutes,0.03,133,Y,8,2,1,1,50,0.2,1,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A19DOARRVT6ZNN,30 minutes,0.03,133,Y,1,2,18,17,51,0.15,20,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A1F3IJU2HXZ0PQ,30 minutes,0.03,133,Y,0,0,0,0,16,0.1,10,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,AGQPTDG6ZF3T3,30 minutes,0.03,133,Y,12,14,12,14,26,0.03,12,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A28S6TTII9JDNI,30 minutes,0.03,133,Y,4,4,10,10,39,0.15,10,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A1C7FH4P7EKUBE,30 minutes,0.03,133,Y,3,3,1,10,39,0.15,10,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,AWMQYV1RQM94M,30 minutes,0.03,133,Y,2,2,10,10,36,0.1,16,0.03
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,AMDX0UNZS4A1G,30 minutes,0.03,133,Y,0,0,5,13,10,0.1,13,0.03
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,A19DOARRVT6ZNN,60 minutes,0.02,20,Y,9,8,16,11,53,0.3,16,0.02
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,A3RIFUEQ95MR16,60 minutes,0.02,20,Y,1,1,1,10,36,0.05,14,0.02
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,A27LR932J8F67W,60 minutes,0.02,20,Y,4,4,12,18,38,0.05,20,0.02
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,A2S4BU23GT93ZD,60 minutes,0.02,20,Y,7,5,12,14,46,0.05,16,0.02
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,AQUNG20W5Z9HN,60 minutes,0.02,20,Y,6,4,2,14,30,0.04,12,0.02
