imageID,WorkerId,Answer.Q_OverallEffort,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_Intresting,Answer.Q_TAKE,Answer.Q_FREQUENCY,OverallEffort_mean
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,AOQDUK8U5IGIV,58,10,14,6,13,10,35.91
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,A3L60SOWLYEDN2,38,2,7,7,15,10,35.91
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,A1YY98SJG37KSU,46,14,2,0,0,1,35.91
3PBMWYW3D4VOVNNOVMGLZF23LEGX22,A1X0H6VAK3AQE9,40,2,3,7,1,2,35.91
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A1P08V29SHY950,70,18,16,6,2,2,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A1S26U10C10581,72,12,11,10,14,14,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,AROEBUDI2L9G9,90,17,16,4,6,6,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A1I8Z7HLS1ZU5Q,73,5,9,14,15,3,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A2CDM78GVCICO5,103,20,20,0,0,0,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A3RIFUEQ95MR16,67,5,9,3,1,2,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,AYFOAD75CRBKE,82,12,14,11,12,12,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A1YY98SJG37KSU,71,16,6,1,1,1,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A1X0H6VAK3AQE9,74,10,5,16,16,7,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,AWJ5TLP0KOYFX,45,3,6,4,2,0,74.45
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_1,A3FB4IOP8KXFJE,72,13,13,6,2,2,74.45
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A340UGIDGIF4W6,37,12,11,12,15,12,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,AXV4XY9UNODNP,89,17,18,0,0,1,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A1F3IJU2HXZ0PQ,62,12,12,0,0,0,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A2S4BU23GT93ZD,58,8,6,17,19,14,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A2U31V169A20GY,37,4,1,12,10,10,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A3ET9X8TXMGXDI,56,17,15,3,0,0,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,AOQDUK8U5IGIV,45,5,8,10,6,7,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A2WEJYAMB1YSG,59,5,11,6,4,2,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,A19LVWX8ZLO6CS,49,8,0,0,0,0,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,AMA18W8F60Y2J,50,10,12,4,18,12,53.82
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2,AT9SK56IXQJP,50,5,4,12,17,15,53.82
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A3RIFUEQ95MR16,25,1,1,8,7,2,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AB7QN439WP6RY,10,0,1,17,20,8,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A39J5RLVDTM6SM,27,1,1,18,19,19,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AQP74RCFA4CF8,30,1,1,10,18,6,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AWJ5TLP0KOYFX,2,0,0,9,20,0,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A2C2G6WIE6VO2C,38,0,3,4,16,10,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A1X0H6VAK3AQE9,27,1,1,1,12,12,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A35BY30TC8WCL4,5,1,1,0,18,15,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AXV4XY9UNODNP,11,1,1,17,19,14,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A1YY98SJG37KSU,31,4,2,1,4,4,22.18
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A3298CNSQI60HU,38,9,5,15,13,11,22.18
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A3RIFUEQ95MR16,41,8,3,10,9,10,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A28S6TTII9JDNI,37,2,4,10,20,20,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A3CFERUFHEQ3I3,17,0,0,10,15,6,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A3FB4IOP8KXFJE,19,3,3,10,16,6,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A35VBQUAIJUPYP,27,0,2,8,4,20,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A3P9OTCAYB6E9V,26,2,0,8,10,13,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A1M3VJEHKWDP8I,42,0,0,11,20,10,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A1X0H6VAK3AQE9,38,5,2,11,12,6,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A19LVWX8ZLO6CS,32,2,0,2,20,10,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A1L0X2BYAGPFEA,57,12,4,20,18,2,34.09
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A1XJ9VFOJ4LP2X,39,0,0,3,9,12,34.09
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,AJAPJJTISC36L,27,2,2,16,19,16,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,AQP74RCFA4CF8,13,1,1,11,14,13,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A5TI9UQEPLNWI,39,4,5,16,16,15,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A1A9SPY4MTKX6Z,39,13,8,0,4,7,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A19DOARRVT6ZNN,39,5,3,12,18,18,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A28S6TTII9JDNI,27,2,2,10,18,10,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A2IG075A0I3O73,27,1,2,2,17,18,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,AU5Y7J1PF0UIT,26,0,1,14,18,16,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A340UGIDGIF4W6,21,1,1,14,19,14,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A360G7Q6RO5XRL,46,10,6,10,14,14,29.00
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,ASL1MFFPUB2ZW,15,2,0,18,18,16,29.00
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A1A9SPY4MTKX6Z,19,1,1,12,18,15,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A340UGIDGIF4W6,20,5,4,16,19,11,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A2WCV7ULUPKVNQ,18,1,1,4,1,6,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A2D563QZFLUW9H,39,0,0,20,20,0,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A19LVWX8ZLO6CS,29,0,0,0,0,0,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A1XJ9VFOJ4LP2X,12,0,0,7,11,5,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,AB7QN439WP6RY,8,0,1,10,14,6,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A35BY30TC8WCL4,8,2,0,0,11,8,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A20Z8Q65CFTBV7,14,1,1,16,19,8,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,AWJ5TLP0KOYFX,13,0,2,6,20,0,19.09
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A2LV5432PV1S39,30,0,0,12,16,2,19.09
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A2HR7ZIX42FEPG,2,0,0,14,20,10,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A3OHGWG7ULA1MF,3,0,0,20,20,20,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A35BY30TC8WCL4,1,0,0,0,20,4,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A1KH1O9AZ7S642,15,0,0,20,20,20,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A39J5RLVDTM6SM,14,1,1,14,20,5,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A1YY98SJG37KSU,10,0,0,20,20,10,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,AYFOAD75CRBKE,28,3,2,12,13,11,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,AWJ5TLP0KOYFX,1,0,0,20,20,0,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A1M3VJEHKWDP8I,4,0,0,0,20,0,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,A2CK0OXMPOR9LE,16,1,6,8,16,6,8.91
3X3BKUX7FNI4TQBH6Z6BCBN743AUUW,AW4AHMQ7EN4QI,4,0,0,20,18,10,8.91
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A2DQY1G4BUM0M,26,2,2,10,16,10,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A2Z1O9OKSW8MNU,14,1,1,8,16,8,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A39J5RLVDTM6SM,11,1,2,13,13,13,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A19DOARRVT6ZNN,17,0,1,15,20,16,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A1XJ9VFOJ4LP2X,26,0,0,4,20,13,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A28S6TTII9JDNI,28,2,2,10,20,18,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A3T8J0PN3DLSTM,23,0,3,0,0,0,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A35BY30TC8WCL4,12,0,0,2,20,13,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A3FB4IOP8KXFJE,16,1,1,2,10,1,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,AYFOAD75CRBKE,28,2,2,2,13,3,19.55
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,AROOCBM042SJD,14,0,0,20,20,20,19.55
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A9KPCMO1J1LQF,39,10,2,0,0,4,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,AWMQYV1RQM94M,38,1,8,6,1,1,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1XJ9VFOJ4LP2X,14,0,0,0,9,8,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A2S4BU23GT93ZD,66,6,16,3,5,4,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A2DZVZSDEM81D1,57,2,2,0,0,2,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1CYNV91NQD4VK,38,6,0,2,0,0,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,AQP74RCFA4CF8,139,19,19,0,1,0,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1X0H6VAK3AQE9,33,1,2,1,3,4,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1M3VJEHKWDP8I,26,3,4,1,0,0,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1KIBD7YIBPRED,50,8,8,4,8,12,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1CH3TODZNQCES,103,15,9,1,1,0,58.75
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A3PYEW6693PCHT,102,12,12,4,1,4,58.75
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A35BY30TC8WCL4,13,2,3,0,6,12,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,AGQPTDG6ZF3T3,101,16,16,2,4,2,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A1EQ2HDHF2WWSY,87,11,11,14,13,8,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A19LVWX8ZLO6CS,37,2,3,2,0,0,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A1L0X2BYAGPFEA,27,2,2,17,20,12,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,AQP74RCFA4CF8,131,18,18,4,2,1,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A18RH223NQXT25,57,8,3,18,15,18,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A2CDM78GVCICO5,69,19,17,0,0,0,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A1M3VJEHKWDP8I,28,0,2,10,14,0,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A1YY98SJG37KSU,57,18,10,2,1,2,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A28S6TTII9JDNI,41,4,4,10,10,10,60.08
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,AYFOAD75CRBKE,73,14,11,4,8,7,60.08
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A2WCV7ULUPKVNQ,27,6,3,14,3,4,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,AJAPJJTISC36L,80,12,16,1,0,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A2CDM78GVCICO5,58,0,11,0,0,1,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,AQJFDUI58Y0FV,27,1,0,1,0,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A1F3IJU2HXZ0PQ,112,20,5,0,0,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,AU5Y7J1PF0UIT,57,6,4,4,1,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A1T4MC1F4TKX9Z,15,10,10,0,0,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A19LVWX8ZLO6CS,37,4,4,4,10,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A4PGF2WE94TJA,38,16,4,4,4,0,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,AT9SK56IXQJP,113,16,9,1,2,1,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A2B6WQG0A9CKXQ,70,12,6,4,2,2,55.92
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A1M3VJEHKWDP8I,37,1,4,8,6,0,55.92
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,ASL1MFFPUB2ZW,29,2,2,18,19,16,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A1P08V29SHY950,74,19,17,4,0,0,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A2D563QZFLUW9H,73,17,15,11,13,0,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A2DZVZSDEM81D1,101,13,15,0,0,0,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A1VA47LGZONMM8,31,9,0,8,4,4,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A1F3IJU2HXZ0PQ,8,0,0,0,20,20,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A2YJQUHFIXNOY0,60,10,8,16,13,15,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A19LVWX8ZLO6CS,31,2,1,0,0,1,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A1R4KVYEV07CAJ,36,5,4,11,11,10,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A18RH223NQXT25,110,12,12,8,8,6,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A1CH3TODZNQCES,85,8,3,6,3,4,59.08
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,AWJ5TLP0KOYFX,71,6,9,3,0,0,59.08
3YR6VNT5352GKULNOMVIY5386U67BS,AXL8STMTF8Z21,3,1,1,1,1,1,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A2D563QZFLUW9H,104,20,12,0,0,0,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,AWMQYV1RQM94M,87,14,9,12,6,4,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A35BY30TC8WCL4,20,2,1,2,10,7,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A27LR932J8F67W,56,12,10,16,20,10,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A2YJFCTJPPX66,80,18,16,2,19,0,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A19LVWX8ZLO6CS,41,2,2,2,20,3,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A88QVXE9H03O8,19,1,1,7,18,13,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A3GM1Y0H93CZT1,59,16,12,2,0,0,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A1XJ9VFOJ4LP2X,38,0,3,15,13,7,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,AAURYRJDZQIDH,86,12,14,14,16,12,55.17
3YR6VNT5352GKULNOMVIY5386U67BS,A394GXC30A1YP6,69,15,9,11,3,2,55.17
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A255Z4U24Y2SP8,73,8,9,4,1,4,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A2HR7ZIX42FEPG,122,20,19,0,0,1,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1FL20WGFRJS1T,38,12,12,4,2,4,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,AQJFDUI58Y0FV,73,13,11,14,6,1,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A36TE52PSYAAD6,85,16,14,0,2,2,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A35BY30TC8WCL4,12,4,2,0,7,3,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A4PGF2WE94TJA,49,14,14,6,10,10,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1X0H6VAK3AQE9,49,9,6,8,0,1,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1T4MC1F4TKX9Z,103,10,10,0,0,0,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1GF29TP5AVQ49,38,4,3,12,13,13,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A26913CR59ATI9,49,10,8,8,4,4,64.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1L11JDXS2HK51,87,20,20,0,2,0,64.83
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A2WEJYAMB1YSG,50,3,7,2,6,8,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A1Y50NM443ITPK,119,17,6,4,3,6,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A1FP3SH704X01V,36,0,0,12,10,20,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A1F3IJU2HXZ0PQ,85,14,13,0,10,12,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A2ZATH9519RF58,75,14,7,10,7,5,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A259UZJQOOVE4V,56,9,11,2,2,4,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,AAURYRJDZQIDH,102,18,18,12,10,10,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A4PGF2WE94TJA,26,4,4,10,20,20,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A3CFERUFHEQ3I3,26,2,4,12,20,14,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A3JRTXSXU2IJEJ,79,16,11,2,2,0,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A28S6TTII9JDNI,61,4,10,10,6,10,66.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,A2B6WQG0A9CKXQ,85,10,6,2,4,4,66.67
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A1CH3TODZNQCES,86,16,1,0,0,0,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A19LVWX8ZLO6CS,41,2,0,11,14,6,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,ASL1MFFPUB2ZW,85,12,14,2,0,2,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,AYM12AQJVZ66N,88,10,8,4,2,2,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,AXV4XY9UNODNP,24,2,1,19,20,20,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A3CFERUFHEQ3I3,75,9,9,4,5,0,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A3OLRWACCCCUTU,60,7,5,7,7,7,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,AWJ5TLP0KOYFX,1,1,0,6,20,20,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A36TE52PSYAAD6,41,2,2,4,16,4,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A4PGF2WE94TJA,87,14,14,4,10,10,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A1F3IJU2HXZ0PQ,39,0,4,16,16,14,56.50
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A1NJ1IJLKAS0Y4,51,6,6,14,3,12,56.50
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A28S6TTII9JDNI,38,6,4,10,10,10,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A1EQ2HDHF2WWSY,44,7,3,7,3,1,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A2S4BU23GT93ZD,85,15,17,5,2,4,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A3U761PEG7MFKT,11,1,0,2,1,0,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A19LVWX8ZLO6CS,33,1,0,0,0,0,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,AGQPTDG6ZF3T3,99,14,14,10,8,10,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A35BY30TC8WCL4,15,2,2,2,15,0,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A2C2G6WIE6VO2C,23,1,1,2,11,0,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A1F3IJU2HXZ0PQ,70,18,12,0,0,0,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A2ICKJ2ZGOVLP9,49,8,8,11,12,10,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A1F3IJU2HXZ0PQ,36,6,12,6,2,0,46.17
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A1OBB3PWYWK9KK,51,12,8,2,2,2,46.17
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A2WEJYAMB1YSG,41,1,2,2,10,10,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A1S26U10C10581,68,8,10,0,1,1,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A2XLEJ7UPW51RD,14,0,0,16,20,20,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,AXL8STMTF8Z21,39,10,4,14,15,14,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A3F7FH2NDBBN1M,30,12,5,4,2,12,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A1U0GNE5ELW5V7,39,4,10,3,2,4,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A1WKENA5660Y84,102,14,0,1,1,1,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A1F3IJU2HXZ0PQ,25,0,2,0,8,10,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A7K2X189HU4CP,37,4,5,3,20,17,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A2DS7GIC3JM5YF,89,15,2,1,10,14,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,AFIFVNL3CREJN,37,1,2,7,10,7,45.67
3TJJ8HSJVIOUEEITVOXS8LA6BWX82U,A3PYEW6693PCHT,27,0,0,4,6,6,45.67
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A2ZATH9519RF58,45,6,4,16,14,9,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A2U31V169A20GY,13,0,0,0,0,0,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A88QVXE9H03O8,11,0,0,7,0,1,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A28S6TTII9JDNI,54,10,1,10,1,1,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,AQJFDUI58Y0FV,14,0,0,0,0,0,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,AXL8STMTF8Z21,4,1,1,2,1,1,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A1X0H6VAK3AQE9,78,10,2,4,0,0,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A19OH5PQ7ZZ6UV,14,0,0,0,0,0,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,AMA18W8F60Y2J,38,1,1,1,0,1,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,AWJ5TLP0KOYFX,1,0,0,0,0,0,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A1M3VJEHKWDP8I,22,0,0,6,10,1,30.50
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A28S6TTII9JDNI,72,10,10,4,1,2,30.50
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,A28S6TTII9JDNI,53,10,10,14,16,14,78.17
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,A19DOARRVT6ZNN,102,10,12,16,19,13,78.17
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,A2RG7VZAKGDEXI,38,8,3,13,15,4,78.17
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,A255Z4U24Y2SP8,102,13,4,12,8,6,78.17
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,A1P08V29SHY950,86,13,13,12,4,2,78.17
